,Species,TREE_ID,X_old,X,Y_old,Y,Year,logF_current
243,Quercus agrifolia,55020_4_83_6_3_111,-120.12509,-120.12529,34.9167,34.9169,2005,1.782302673
244,Quercus agrifolia,55020_4_83_6_3_111,-120.12505,-120.12525,34.9167,34.9171,2015,1.138802596
245,Quercus agrifolia,55092_4_53_6_1_500,-121.25006,-121.25036,35.83341,35.83421,2009,1.699314197
246,Quercus agrifolia,55092_4_53_6_1_500,-121.25003,-121.25033,35.83335,35.83365,2019,1.852024034
247,Quercus agrifolia,55092_4_53_6_1_501,-121.25007,-121.25057,35.83341,35.83341,2009,1.842115868
248,Quercus agrifolia,55092_4_53_6_1_501,-121.25,-121.2507,35.83338,35.83408,2019,1.942508837
249,Quercus agrifolia,55092_4_53_6_1_502,-121.25009,-121.25009,35.83341,35.83401,2009,1.486108593
250,Quercus agrifolia,55092_4_53_6_1_502,-121.25,-121.2507,35.8334,35.8336,2019,1.583289071
251,Quercus agrifolia,55092_4_53_6_1_503,-121.25006,-121.25016,35.83336,35.83426,2009,1.656429945
252,Quercus agrifolia,55092_4_53_6_1_503,-121.25002,-121.25052,35.8334,35.8343,2019,1.84315255
253,Quercus agrifolia,55092_4_53_6_1_504,-121.25005,-121.25095,35.83336,35.83386,2009,1.103483373
254,Quercus agrifolia,55092_4_53_6_1_504,-121.25008,-121.25088,35.83337,35.83387,2009,1.004150322
255,Quercus agrifolia,55092_4_53_6_1_504,-121.25007,-121.25087,35.8334,35.8335,2019,1.103483373
256,Quercus agrifolia,55092_4_53_6_1_504,-121.25009,-121.25049,35.83338,35.83408,2019,1.004150322
257,Quercus agrifolia,55092_4_53_6_3_516,-121.25001,-121.25071,35.83337,35.83407,2009,1.466320138
258,Quercus agrifolia,55092_4_53_6_3_516,-121.25006,-121.25076,35.83333,35.83383,2019,1.599304116
259,Quercus agrifolia,55092_4_53_6_3_517,-121.25002,-121.25032,35.83341,35.83361,2009,1.493200401
260,Quercus agrifolia,55092_4_53_6_3_517,-121.25009,-121.25029,35.83335,35.83365,2019,1.658638015
261,Quercus agrifolia,55092_4_53_6_3_518,-121.25002,-121.25012,35.83337,35.83337,2019,1.531167082
262,Quercus agrifolia,55092_4_53_6_3_518,-121.25002,-121.25052,35.83339,35.83389,2009,1.334174424
263,Quercus agrifolia,55092_4_53_6_3_519,-121.25,-121.2507,35.83339,35.83409,2009,1.54965685
264,Quercus agrifolia,55092_4_53_6_3_519,-121.25001,-121.25061,35.83338,35.83368,2019,1.664765716
265,Quercus agrifolia,55092_4_53_6_3_520,-121.25005,-121.25045,35.8334,35.834,2009,2.054648512
266,Quercus agrifolia,55092_4_53_6_3_520,-121.25009,-121.25049,35.8334,35.8343,2019,2.181217817
267,Quercus agrifolia,55092_4_53_6_3_521,-121.25006,-121.25066,35.83338,35.83358,2009,1.10506825
268,Quercus agrifolia,55092_4_53_6_3_521,-121.25006,-121.25036,35.83337,35.83397,2019,1.303066516
269,Quercus agrifolia,55092_4_53_6_3_522,-121.25,-121.25,35.83337,35.83427,2009,1.421930697
270,Quercus agrifolia,55092_4_53_6_3_522,-121.25002,-121.25012,35.83336,35.83396,2019,1.589411716
271,Quercus agrifolia,55092_4_53_6_4_523,-121.25008,-121.25078,35.83339,35.83349,2009,1.56155785
272,Quercus agrifolia,55092_4_53_6_4_523,-121.25004,-121.25004,35.83342,35.83342,2019,1.479671915
273,Quercus agrifolia,55092_4_53_6_4_524,-121.25003,-121.25083,35.83333,35.83393,2009,1.84790305
274,Quercus agrifolia,55092_4_53_6_4_524,-121.25008,-121.25028,35.83335,35.83345,2019,2.074907167
275,Quercus agrifolia,55092_4_53_6_4_525,-121.25006,-121.25096,35.83333,35.83383,2009,2.331172115
276,Quercus agrifolia,55092_4_53_6_4_525,-121.25,-121.2504,35.83335,35.83405,2009,2.20960225
277,Quercus agrifolia,55092_4_53_6_4_525,-121.25002,-121.25022,35.83338,35.83408,2019,2.331172115
278,Quercus agrifolia,55092_4_53_6_4_525,-121.25007,-121.25017,35.83339,35.83359,2019,2.20960225
279,Quercus agrifolia,55092_4_53_6_4_526,-121.25005,-121.25005,35.83342,35.83412,2009,2.39045185
280,Quercus agrifolia,55092_4_53_6_4_526,-121.25009,-121.25039,35.83339,35.83399,2019,2.572304915
281,Quercus agrifolia,55572_4_85_6_1_10,-121.9584233,-121.9586233,37.20835,37.20875,2011,1.142115556
282,Quercus agrifolia,55572_4_85_6_1_10,-121.9583833,-121.9589833,37.20839,37.20849,2021,0.877850005
283,Quercus agrifolia,55572_4_85_6_1_3,-121.9583433,-121.9588433,37.20836,37.20886,2011,1.031281701
284,Quercus agrifolia,55572_4_85_6_1_3,-121.9583533,-121.9590533,37.20835,37.20865,2021,0.794654302
285,Quercus agrifolia,55572_4_85_6_4_10,-121.9584133,-121.9586133,37.20838,37.20898,2011,1.571633356
286,Quercus agrifolia,55572_4_85_6_4_10,-121.9583633,-121.9584633,37.20834,37.20884,2021,1.390257205
287,Quercus agrifolia,55572_4_85_6_4_13,-121.9583733,-121.9591733,37.20837,37.20837,2011,1.687174758
288,Quercus agrifolia,55572_4_85_6_4_13,-121.9584233,-121.9589233,37.2084,37.2089,2021,0.53092229
289,Quercus agrifolia,55572_4_85_6_4_6,-121.9583933,-121.9583933,37.20837,37.20847,2021,0.505419106
290,Quercus agrifolia,55572_4_85_6_4_6,-121.9584033,-121.9586033,37.20833,37.20853,2011,1.166815881
291,Quercus agrifolia,55805_4_1_6_2_536,-121.7916767,-121.7920767,37.5834,37.584,2009,1.830812752
292,Quercus agrifolia,55805_4_1_6_2_536,-121.7917167,-121.7924167,37.58334,37.58404,2019,2.036012371
293,Quercus agrifolia,55805_4_1_6_2_537,-121.7917067,-121.7924067,37.58333,37.58403,2009,1.312100593
294,Quercus agrifolia,55805_4_1_6_2_537,-121.7917567,-121.7925567,37.58339,37.58379,2019,1.43420789
295,Quercus agrifolia,55805_4_1_6_2_538,-121.7916867,-121.7916867,37.58341,37.58341,2009,1.530627193
296,Quercus agrifolia,55805_4_1_6_2_538,-121.7916967,-121.7922967,37.58342,37.58412,2019,1.69041149
297,Quercus agrifolia,55805_4_1_6_2_539,-121.7917267,-121.7917267,37.58337,37.58417,2019,1.46434949
298,Quercus agrifolia,55805_4_1_6_2_539,-121.7916767,-121.7919767,37.58335,37.58365,2009,1.410060793
299,Quercus agrifolia,55805_4_1_6_2_541,-121.7917067,-121.7926067,37.58335,37.58385,2009,2.329379593
300,Quercus agrifolia,55805_4_1_6_2_541,-121.7917367,-121.7918367,37.58337,37.58377,2019,2.51930549
301,Quercus agrifolia,55805_4_1_6_4_533,-121.7916667,-121.7925667,37.58341,37.58361,2019,1.850925037
302,Quercus agrifolia,55805_4_1_6_4_533,-121.7917067,-121.7918067,37.58341,37.58351,2009,1.770529552
303,Quercus agrifolia,55805_4_1_6_4_534,-121.7916967,-121.7918967,37.58333,37.58403,2019,1.621072629
304,Quercus agrifolia,55805_4_1_6_4_534,-121.7917267,-121.7924267,37.58338,37.58388,2009,1.334706793
305,Quercus agrifolia,56210_4_83_6_2_305,-120.00009,-120.00069,34.79173,34.79193,2010,2.534182681
306,Quercus agrifolia,56210_4_83_6_2_305,-120,-120.0003,34.79168,34.79248,2020,2.39901325
307,Quercus agrifolia,56210_4_83_6_2_306,-120.00005,-120.00015,34.79169,34.79189,2020,1.273140703
308,Quercus agrifolia,56210_4_83_6_2_306,-120.00006,-120.00006,34.79169,34.79249,2010,1.609163731
309,Quercus agrifolia,56210_4_83_6_2_307,-120.00001,-120.00051,34.79171,34.79231,2010,2.091429331
310,Quercus agrifolia,56210_4_83_6_2_307,-120.00009,-120.00019,34.79172,34.79192,2020,1.732800103
311,Quercus agrifolia,56210_4_83_6_4_332,-120.00003,-120.00063,34.79176,34.79216,2010,1.872902731
312,Quercus agrifolia,56851_4_79_6_2_105,-120.5833533,-120.5836533,35.25003,35.25043,2003,2.54792531
313,Quercus agrifolia,56851_4_79_6_2_105,-120.5833833,-120.5838833,35.25003,35.25033,2013,2.345939124
314,Quercus agrifolia,56851_4_79_6_2_108,-120.5833633,-120.5838633,35.25006,35.25036,2013,1.166027079
315,Quercus agrifolia,56851_4_79_6_2_108,-120.5834033,-120.5835033,35.25007,35.25067,2013,0.914134876
316,Quercus agrifolia,56851_4_79_6_2_108,-120.5833933,-120.5835933,35.25006,35.25066,2003,1.166027079
317,Quercus agrifolia,56851_4_79_6_2_108,-120.5833933,-120.5837933,35.25008,35.25098,2003,0.914134876
318,Quercus agrifolia,56851_4_79_6_2_109,-120.5834133,-120.5840133,35.25002,35.25082,2003,2.974240894
319,Quercus agrifolia,56851_4_79_6_2_109,-120.5834033,-120.5839033,35.25003,35.25033,2013,2.765597282
320,Quercus agrifolia,56851_4_79_6_2_110,-120.5833633,-120.5836633,35.25002,35.25042,2003,2.685115049
321,Quercus agrifolia,56851_4_79_6_2_110,-120.5834033,-120.5840033,35.25002,35.25042,2013,2.440725946
322,Quercus agrifolia,56851_4_79_6_2_111,-120.5833833,-120.5840833,35.25008,35.25038,2003,3.074526465
323,Quercus agrifolia,56851_4_79_6_2_111,-120.5834033,-120.5843033,35.25,35.25,2013,2.846003225
324,Quercus agrifolia,56851_4_79_6_2_112,-120.5833533,-120.5841533,35.25004,35.25014,2003,2.962485791
325,Quercus agrifolia,56851_4_79_6_2_112,-120.5834233,-120.5837233,35.25004,35.25074,2013,2.745667247
326,Quercus agrifolia,56851_4_79_6_2_113,-120.5834033,-120.5834033,35.25003,35.25083,2003,2.887358531
327,Quercus agrifolia,56851_4_79_6_2_113,-120.5833533,-120.5842533,35.25002,35.25092,2013,2.840582619
328,Quercus agrifolia,57294_4_41_6_2_129,-122.62508,-122.62558,38.16675,38.16745,2003,3.042609378
329,Quercus agrifolia,57294_4_41_6_2_129,-122.62503,-122.62503,38.16667,38.16757,2013,3.105025317
330,Quercus agrifolia,57294_4_41_6_2_130,-122.62507,-122.62517,38.16668,38.16738,2003,2.825741401
331,Quercus agrifolia,57294_4_41_6_2_130,-122.62501,-122.62551,38.16672,38.16692,2013,2.818140548
332,Quercus agrifolia,57294_4_41_6_2_131,-122.62507,-122.62557,38.16672,38.16702,2003,2.678133001
333,Quercus agrifolia,57294_4_41_6_2_131,-122.62509,-122.62539,38.16674,38.16704,2013,2.687576368
334,Quercus agrifolia,57294_4_41_6_2_132,-122.62501,-122.62591,38.16669,38.16759,2003,2.801010952
335,Quercus agrifolia,57294_4_41_6_2_132,-122.62501,-122.62501,38.16676,38.16736,2013,2.939437986
336,Quercus agrifolia,57294_4_41_6_4_121,-122.625,-122.6256,38.16669,38.16759,2013,1.743172522
337,Quercus agrifolia,57294_4_41_6_4_121,-122.625,-122.6254,38.16676,38.16706,2003,1.906833432
338,Quercus agrifolia,57294_4_41_6_4_122,-122.625,-122.6257,38.16676,38.16736,2003,2.17559608
339,Quercus agrifolia,57294_4_41_6_4_122,-122.62507,-122.62557,38.1667,38.1672,2013,2.136611374
340,Quercus agrifolia,57294_4_41_6_4_124,-122.62501,-122.62501,38.1667,38.1674,2003,1.659840038
341,Quercus agrifolia,57294_4_41_6_4_124,-122.62509,-122.62549,38.16672,38.16672,2013,1.542317733
342,Quercus agrifolia,57310_6_73_6_3_507,-116.5833333,-116.5837333,33.125,33.1252,2007,2.336817803
343,Quercus agrifolia,57310_6_73_6_3_507,-116.5834233,-116.5835233,33.12502,33.12592,2017,2.190483336
344,Quercus agrifolia,57310_6_73_6_4_511,-116.5833333,-116.5833333,33.12506,33.12526,2007,3.007468403
345,Quercus agrifolia,57310_6_73_6_4_511,-116.5834233,-116.5836233,33.12504,33.12554,2017,2.838527736
346,Quercus agrifolia,57943_6_37_6_1_100,-118.2084033,-118.2084033,34.29173,34.29233,2016,1.675249728
347,Quercus agrifolia,57943_6_37_6_1_100,-118.2083333,-118.2091333,34.29171,34.29241,2006,1.156458028
348,Quercus agrifolia,57943_6_37_6_1_101,-118.2083433,-118.2084433,34.29173,34.29253,2006,2.607531399
349,Quercus agrifolia,57943_6_37_6_1_101,-118.2083533,-118.2085533,34.29168,34.29208,2016,3.117335865
350,Quercus agrifolia,57943_6_37_6_1_102,-118.2083833,-118.2090833,34.29168,34.29188,2006,2.396540199
351,Quercus agrifolia,57943_6_37_6_1_102,-118.2084033,-118.2092033,34.29171,34.29231,2016,2.811804807
352,Quercus agrifolia,57944_4_87_6_1_3,-122.12502,-122.12552,37.08339,37.08349,2010,3.050258873
353,Quercus agrifolia,57944_4_87_6_1_3,-122.12505,-122.12545,37.0834,37.0841,2020,2.756323624
354,Quercus agrifolia,57944_4_87_6_3_4,-122.12509,-122.12549,37.08337,37.08377,2010,3.163414596
355,Quercus agrifolia,57944_4_87_6_3_4,-122.12508,-122.12538,37.08337,37.08397,2020,2.891530334
356,Quercus agrifolia,58044_4_85_6_1_102,-121.6667467,-121.6668467,37.04176,37.04266,2005,2.035194092
357,Quercus agrifolia,58044_4_85_6_1_102,-121.6667167,-121.6671167,37.04172,37.04172,2015,1.625026612
358,Quercus agrifolia,58044_4_85_6_1_103,-121.6667367,-121.6675367,37.04175,37.04225,2015,1.34446716
359,Quercus agrifolia,58044_4_85_6_1_103,-121.6666967,-121.6667967,37.04176,37.04186,2005,1.733452804
360,Quercus agrifolia,58044_4_85_6_2_105,-121.6667567,-121.6672567,37.04168,37.04208,2015,1.165911698
361,Quercus agrifolia,58044_4_85_6_2_105,-121.6666767,-121.6670767,37.04173,37.04173,2005,1.672659494
362,Quercus agrifolia,58044_4_85_6_2_106,-121.6666967,-121.6666967,37.04174,37.04264,2015,1.500270517
363,Quercus agrifolia,58044_4_85_6_2_106,-121.6666967,-121.6667967,37.04171,37.04211,2015,1.993812327
364,Quercus agrifolia,58044_4_85_6_2_106,-121.6667567,-121.6668567,37.04172,37.04212,2005,1.500270517
365,Quercus agrifolia,58044_4_85_6_2_106,-121.6667267,-121.6673267,37.04172,37.04212,2005,1.993812327
366,Quercus agrifolia,58044_4_85_6_2_107,-121.6666767,-121.6674767,37.04169,37.04229,2005,3.191952806
367,Quercus agrifolia,58044_4_85_6_2_107,-121.6667167,-121.6673167,37.04175,37.04235,2015,2.681770973
368,Quercus agrifolia,58044_4_85_6_2_108,-121.6667167,-121.6669167,37.04168,37.04168,2005,1.657243498
369,Quercus agrifolia,58044_4_85_6_2_108,-121.6667367,-121.6668367,37.04168,37.04228,2015,1.154346062
370,Quercus agrifolia,58044_4_85_6_2_109,-121.6667467,-121.6669467,37.04175,37.04225,2015,2.113093969
371,Quercus agrifolia,58044_4_85_6_2_109,-121.6667467,-121.6671467,37.04176,37.04226,2005,2.725412441
372,Quercus agrifolia,58044_4_85_6_3_121,-121.6667467,-121.6675467,37.04169,37.04259,2005,2.157251693
373,Quercus agrifolia,58044_4_85_6_3_121,-121.6666967,-121.6666967,37.04171,37.04191,2015,1.634461721
374,Quercus agrifolia,58044_4_85_6_3_124,-121.6666867,-121.6666867,37.0417,37.0424,2005,1.63641374
375,Quercus agrifolia,58044_4_85_6_3_124,-121.6666767,-121.6669767,37.0417,37.0418,2015,1.221861604
376,Quercus agrifolia,58044_4_85_6_3_125,-121.6666967,-121.6670967,37.04176,37.04196,2005,1.703994426
377,Quercus agrifolia,58044_4_85_6_3_125,-121.6667467,-121.6672467,37.0417,37.0417,2015,1.31536516
378,Quercus agrifolia,58044_4_85_6_3_126,-121.6666867,-121.6675867,37.04175,37.04185,2005,1.42565058
379,Quercus agrifolia,58044_4_85_6_3_126,-121.6666867,-121.6670867,37.04173,37.04193,2015,0.990248455
380,Quercus agrifolia,58044_4_85_6_4_120,-121.6666867,-121.6672867,37.0417,37.0422,2005,1.301273195
381,Quercus agrifolia,58044_4_85_6_4_120,-121.6667567,-121.6669567,37.04173,37.04183,2015,0.841868555
382,Quercus agrifolia,58114_4_53_6_1_100,-120.9167367,-120.9170367,35.83339,35.83359,2001,1.769297098
383,Quercus agrifolia,58114_4_53_6_1_100,-120.9166967,-120.9169967,35.83337,35.83337,2011,1.631471375
384,Quercus agrifolia,58114_4_53_6_1_100,-120.9166867,-120.9168867,35.83333,35.83403,2021,1.293938251
385,Quercus agrifolia,58209_1_97_6_2_338,-122.5417467,-122.5422467,38.45842,38.45872,2007,1.999671998
386,Quercus agrifolia,58209_1_97_6_2_338,-122.5416867,-122.5416867,38.45841,38.45871,2007,1.866544574
387,Quercus agrifolia,58209_1_97_6_2_338,-122.5417267,-122.5425267,38.45833,38.45843,2017,1.999671998
388,Quercus agrifolia,58209_1_97_6_2_338,-122.5417367,-122.5417367,38.45839,38.45859,2017,1.866544574
389,Quercus agrifolia,58209_1_97_6_4_350,-122.5417167,-122.5426167,38.45835,38.45915,2007,1.650377854
390,Quercus agrifolia,58209_1_97_6_4_350,-122.5417367,-122.5423367,38.45842,38.45882,2017,1.436977451
391,Quercus agrifolia,58373_4_79_6_1_100,-121.00003,-121.00023,35.62508,35.62558,2003,1.707375842
392,Quercus agrifolia,58373_4_79_6_1_100,-121.00003,-121.00053,35.62502,35.62562,2013,1.62387712
393,Quercus agrifolia,58373_4_79_6_1_101,-121.00004,-121.00054,35.62501,35.62581,2003,1.688670822
394,Quercus agrifolia,58373_4_79_6_1_101,-121.00003,-121.00063,35.62509,35.62539,2013,1.621902657
395,Quercus agrifolia,58373_4_79_6_1_102,-121.00002,-121.00062,35.62509,35.62539,2003,2.693013387
396,Quercus agrifolia,58373_4_79_6_1_102,-121.00006,-121.00096,35.62504,35.62534,2013,2.596313413
397,Quercus agrifolia,58373_4_79_6_1_103,-121.00003,-121.00033,35.62501,35.62571,2003,1.726976652
398,Quercus agrifolia,58373_4_79_6_1_103,-121.00004,-121.00014,35.62502,35.62572,2013,1.667142005
399,Quercus agrifolia,58373_4_79_6_1_104,-121.00002,-121.00042,35.62506,35.62556,2003,1.799738765
400,Quercus agrifolia,58373_4_79_6_1_104,-121,-121.0005,35.62506,35.62536,2013,1.68939867
401,Quercus agrifolia,58373_4_79_6_2_105,-121.00004,-121.00064,35.62509,35.62539,2003,1.200514557
402,Quercus agrifolia,58373_4_79_6_2_105,-121.00009,-121.00069,35.62507,35.62517,2003,1.339334764
403,Quercus agrifolia,58373_4_79_6_2_105,-121.00003,-121.00013,35.62509,35.62509,2013,1.200514557
404,Quercus agrifolia,58373_4_79_6_2_105,-121.00004,-121.00004,35.62503,35.62553,2013,1.339334764
405,Quercus agrifolia,58373_4_79_6_2_106,-121.00002,-121.00032,35.62509,35.62559,2003,1.756403062
406,Quercus agrifolia,58373_4_79_6_2_106,-121.00002,-121.00002,35.62506,35.62566,2013,1.603686138
407,Quercus agrifolia,58373_4_79_6_2_107,-121.00002,-121.00012,35.62507,35.62587,2013,2.68996264
408,Quercus agrifolia,58373_4_79_6_2_107,-121.00007,-121.00027,35.62508,35.62568,2003,3.351276006
409,Quercus agrifolia,58373_4_79_6_2_109,-121,-121.0002,35.62502,35.62512,2003,1.411486549
410,Quercus agrifolia,58373_4_79_6_2_109,-121.00007,-121.00077,35.62508,35.62548,2013,1.341362915
411,Quercus agrifolia,58373_4_79_6_2_110,-121,-121.0003,35.62503,35.62543,2003,1.280604104
412,Quercus agrifolia,58373_4_79_6_2_110,-121.00008,-121.00048,35.62506,35.62506,2013,1.235018179
413,Quercus agrifolia,58373_4_79_6_2_112,-121.00001,-121.00061,35.62505,35.62585,2003,1.294235846
414,Quercus agrifolia,58373_4_79_6_2_112,-121.00003,-121.00073,35.62507,35.62557,2013,1.14811868
415,Quercus agrifolia,58373_4_79_6_3_116,-121.00002,-121.00072,35.62503,35.62523,2003,2.280821756
416,Quercus agrifolia,58373_4_79_6_3_116,-121.00003,-121.00023,35.62507,35.62567,2013,2.151255843
417,Quercus agrifolia,58373_4_79_6_3_117,-121.00008,-121.00068,35.62503,35.62513,2003,1.873910156
418,Quercus agrifolia,58373_4_79_6_3_117,-121.00008,-121.00028,35.62503,35.62593,2013,1.749718374
419,Quercus agrifolia,58373_4_79_6_3_118,-121.00003,-121.00033,35.62503,35.62553,2003,2.188292614
420,Quercus agrifolia,58373_4_79_6_3_118,-121.00006,-121.00046,35.62505,35.62525,2003,2.379336607
421,Quercus agrifolia,58373_4_79_6_3_118,-121.00007,-121.00067,35.62507,35.62567,2013,2.188292614
422,Quercus agrifolia,58373_4_79_6_3_118,-121.00008,-121.00038,35.62503,35.62513,2013,2.379336607
423,Quercus agrifolia,58373_4_79_6_3_119,-121.00003,-121.00063,35.625,35.6256,2003,2.170756265
424,Quercus agrifolia,58373_4_79_6_3_119,-121.00006,-121.00036,35.62502,35.62542,2013,2.094173893
425,Quercus agrifolia,58373_4_79_6_3_120,-121.00005,-121.00025,35.62501,35.62521,2003,2.261614939
426,Quercus agrifolia,58373_4_79_6_3_120,-121.00005,-121.00075,35.62506,35.62556,2013,2.174901762
427,Quercus agrifolia,58373_4_79_6_3_121,-121.00005,-121.00075,35.62503,35.62563,2003,2.979324613
428,Quercus agrifolia,58373_4_79_6_3_121,-121.00005,-121.00055,35.62508,35.62578,2013,2.853229734
429,Quercus agrifolia,58373_4_79_6_4_113,-121.00008,-121.00058,35.62501,35.62581,2003,2.108285786
430,Quercus agrifolia,58373_4_79_6_4_113,-121.00007,-121.00097,35.62507,35.62527,2013,2.102069652
431,Quercus agrifolia,58445_4_79_6_2_111,-120.8333433,-120.8336433,35.70836,35.70886,2014,1.531099267
432,Quercus agrifolia,58445_4_79_6_2_111,-120.8333633,-120.8335633,35.70837,35.70867,2004,1.61669374
433,Quercus agrifolia,58445_4_79_6_2_111,-120.8333633,-120.8334633,35.7084,35.7091,2014,1.531099267
434,Quercus agrifolia,58615_4_53_6_1_305,-121.5833433,-121.5841433,36.37507,36.37547,2006,0.671949954
435,Quercus agrifolia,58615_4_53_6_1_305,-121.5834033,-121.5840033,36.37505,36.37555,2016,0.879453391
436,Quercus agrifolia,58615_4_53_6_3_312,-121.5833733,-121.5842733,36.37503,36.37563,2006,1.086967542
437,Quercus agrifolia,58615_4_53_6_3_312,-121.5833733,-121.5836733,36.37507,36.37577,2006,0.992998248
438,Quercus agrifolia,58615_4_53_6_3_312,-121.5833833,-121.5841833,36.37507,36.37567,2016,1.086967542
439,Quercus agrifolia,58615_4_53_6_3_312,-121.5833933,-121.5837933,36.37501,36.37561,2016,0.992998248
440,Quercus agrifolia,58615_4_53_6_3_313,-121.5834233,-121.5841233,36.37503,36.37503,2006,0.639956865
441,Quercus agrifolia,58615_4_53_6_3_313,-121.5833433,-121.5842433,36.37502,36.37562,2016,0.671039249
442,Quercus agrifolia,58615_4_53_6_4_321,-121.5834133,-121.5835133,36.37504,36.37504,2016,1.742689642
443,Quercus agrifolia,58615_4_53_6_4_322,-121.5833733,-121.5842733,36.37503,36.37583,2016,1.802972842
444,Quercus agrifolia,58615_4_53_6_4_324,-121.5833433,-121.5834433,36.37501,36.37511,2006,0.995508622
445,Quercus agrifolia,58615_4_53_6_4_324,-121.5833333,-121.5838333,36.37503,36.37553,2016,1.177534642
446,Quercus agrifolia,58615_4_53_6_4_325,-121.5833933,-121.5833933,36.37505,36.37535,2006,1.063327222
447,Quercus agrifolia,58615_4_53_6_4_326,-121.5833933,-121.5834933,36.37507,36.37587,2006,1.402420222
448,Quercus agrifolia,58615_4_53_6_4_326,-121.5833333,-121.5837333,36.37501,36.37581,2016,1.639647637
449,Quercus agrifolia,59040_6_73_6_1_300,-116.5417467,-116.5420467,32.75006,32.75056,2007,2.125888294
450,Quercus agrifolia,59040_6_73_6_1_300,-116.5417267,-116.5418267,32.75006,32.75066,2017,1.980551262
451,Quercus agrifolia,59040_6_73_6_1_301,-116.5416867,-116.5418867,32.75,32.7509,2007,1.796561523
